Grupo,Nombre del Evento,Tipo,Lugar,Institución,Participación,Ámbito,Año,Mes,Día,Palabras,Area,Sectores
NATURATU,XX Congreso Colombiano de Matemáticas 2015, Congreso ,MANIZALES, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,07,21 ,,,
NATURATU,13th Latin American Conference on Physical Organic Chemistry (CLAFQO), Congreso ,Villa Carlos Paz, Pontificia Universidad Católica De Chile, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso ,Córdoba, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso ,Córdoba, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso ,Córdoba, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso ,Córdoba, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,"Congreso Latinoamericano de Fisicoquímica Orgánica ""CLAFQO-13""", Congreso ,Córdoba, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,05,17 ,,,
NATURATU,Formación de líderes para la formación y acompañamiento de docentes de la Universidad de Ibagué, Otro ,IBAGUÉ, UNIVERSIDAD DE LOS ANDES, Asistente, Nacional, 2015,04,06 ,,,
NATURATU,Acompañamiento pedagógico para el rediseño de cursos, Otro ,IBAGUÉ, UNIVERSIDAD DE LOS ANDES, Asistente, Nacional, 2015,04,01 ,,,
NATURATU,EMBO workshop: Emerging concepts of the neuronal cytoskeleton, Congreso ,Puerto Varas, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,03,22 ,,,
NATURATU,Gordon Research Conference ¿Oxidative Stress and Disease¿.The Redox Biology of Age-Related Diseases, Congreso ,Ventura-California, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2015,03,01 ,,,
NATURATU,Foro Regional de Área Protegidas y otras estrategias de conservación, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,12,16 ,,,
NATURATU,"Seminario-Taller ""Escritura académica""", Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2014,12,05 ,,,
NATURATU,RT 16 Mamíferos Acuáticos de Suramérica (SOLAMAC), Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,12,01 ,,,
NATURATU,IV Congreso Colombiano de Zoología, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD AUSTRAL DE CHILE, Ponente, Nacional, 2014,12,01 ,,,
NATURATU,IV Congreso Colombiano de Zoología, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,12,01 ,,,
NATURATU,IV Congreso Colombiano de Zoología, Congreso ,CARTAGENA DE INDIAS, Asociación Colombiana de Zoología, Ponente, Nacional, 2014,12,01 ,,,
NATURATU,IV Congreso Colombiano de Zoología, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE CALDAS, Ponente, Nacional, 2014,12,01 ,,,
NATURATU,"III Encuentro de productores de café en el municipio del Líbano Tolima, noviembre 2014", Encuentro ,LÍBANO, Unibague, Organizador, Nacional, 2014,11,21 ,,,
NATURATU,Dynamics Days South America 2014, Congreso ,Viña del Mar, Pontificia Universidad Católica De Chile, Ponente, Internacional, 2014,11,03 ,,,
NATURATU,XV Semana de la facultad de ciencias de la Universidad del Tolima, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2014,10,28 ,,,
NATURATU,XXVIII Anual Meeting of Sociedad de Biología Celular de Chile, Encuentro ,Puerto Varas, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2014,10,26 ,,,
NATURATU,WOSC 2014, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,15 ,,,
NATURATU,31 Congreso latinoamericano de Química, Congreso ,Fajardo, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,14 ,,,
NATURATU,XXXI Congreso Latinoamericano de Química, Congreso ,Ciudad de Mexico, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,14 ,,,
NATURATU,XXXI Congreso Latinoamericano de Química, Congreso ,Ciudad de Mexico, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,14 ,,,
NATURATU,XXXI Congreso Latinoamericano de Química, Congreso ,Ciudad de Mexico, Pontificia Universidad Católica De Chile, Ponente, Internacional, 2014,10,14 ,,,
NATURATU,XXXI Congreso Latinoamericano de Química, Congreso ,"BOGOTÁ, D.C.", Pontificia Universidad Católica De Chile, Ponente, Internacional, 2014,10,14 ,,,
NATURATU,9th Workshop of Computational Chemistry and Molecular Spectroscopy, Encuentro ,Valparaíso, UNIVERSIDAD ANDRES BELLO, Ponente, Internacional, 2014,10,13 ,,,
NATURATU,XVIII CONGRESO DE LA SOCIEDAD MESOAMERICANA PARA LA BIOLOGÍA Y LA CONSERVACIÓN, Congreso ,Copán Ruinas, UNIVERSIDAD DEL TOLIMA, Ponente, Internacional, 2014,10,13 ,,,
NATURATU,III Coloquio Internacional en Didácticas específicas y currículo, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2014,10,06 ,,,
NATURATU,International Conference on Algebraic Methods in Dynamical System Conference AMDS-2014, Congreso ,BARRANQUILLA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,05 ,,,
NATURATU,SIU 2014 SEMANA DE INVESTIGACION UNIVERSITARIA, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,09,22 ,,,
NATURATU,Semana de Investigación Universitaria SIU2014, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,09,22 ,,,
NATURATU,The XV Congress of the International Society for Behavioral Ecology, Congreso ,MANHATTAN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,07,30 ,,,
NATURATU,Seminario-taller en formulación de proyectos de investigación, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2014,06,09 ,,,
NATURATU,IV Encuentro nacional de matemáticas y estadística, Encuentro ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Ponente, Nacional, 2014,05,07 ,,,
NATURATU,"Curso ""Módulos pedagógicos para el rediseño de cursos""", Otro ,IBAGUÉ, UNIVERSIDAD DE LOS ANDES, Asistente, Nacional, 2014,03,28 ,,,
NATURATU,XIX SINAQO (Simposio Nacional de Química Orgánica), Simposio ,Mar del Plata, Sociedad Argentina en Investigaciones en Quimica Organica, Ponente, Internacional, 2013,11,16 ,,,
NATURATU,VII Congreso de la red latinoamericana de ciencias ambientales, Congreso ,San Carlos, Instituto Tecnológico De Costa Rica, Ponente, Internacional, 2013,11,11 ,,,
NATURATU,IV CONGRESO COLOMBIANO DE ORNITOLOGÍA, Congreso ,CALI, Asociación Colombiana De Ornitología, Ponente, Nacional, 2013,11,05 ,,,
NATURATU,V Reunión Binacional de Ecología y XX Reunión de la Sociedad de Ecología de chile, Congreso ,Puerto Varas, SOCIEDAD DE ECOLOGIA DE CHILE, Ponente, Internacional, 2013,11,03 ,,,
NATURATU,VII Congreso Internacional de Materiales, Congreso ,MEDELLÍN, UNIVERSIDAD DE ANTIOQUIA, Ponente, Internacional, 2013,10,29 ,,,
NATURATU,Congreso Internacional de Materiales, Congreso ,MEDELLÍN, UNIVERSIDAD DE ANTIOQUIA, Ponente, Internacional, 2013,10,29 ,,,
NATURATU,"II Encuentro de productores de café en el municipio del Líbano Tolima, noviembre 2013", Encuentro ,IBAGUÉ, Unibague, Organizador, Nacional, 2013,10,18 ,,,
NATURATU,XLVIII Congreso Nacional de Ciencias Biológicas, Congreso ,"BOGOTÁ, D.C.", Asociación Colombiana De Ciencias Biológicas - A.C.C.B., Ponente, Internacional, 2013,10,06 ,,,
NATURATU,XLVIII Congreso Nacional de Ciencias Biológicas, Congreso ,"BOGOTÁ, D.C.", Asociación Colombiana De Ciencias Biológicas - A.C.C.B., Ponente, Nacional, 2013,10,06 ,,,
NATURATU,World Engineering Education Forum, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,24 ,,,
NATURATU,Semana de Investigación Universitaria 2013, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum WEEF 2013, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,World Engineering Education Forum, Simposio ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Internacional, 2013,09,24 ,,,
NATURATU,Global Attributes and Competencias: An Initiative to Identify and Assess Key Characteristics of the Worlds Future Engineers, Taller ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi, Asistente, Internacional, 2013,09,24 ,,,
NATURATU,"Taller ""Global attributes and competencies: An initiative to identify and asses key characteristics of the worlds future engineers""", Taller ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi, Asistente, Internacional, 2013,09,24 ,,,
NATURATU,"VI International Conference on Surfaces, Materials and Vacuum", Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2013,09,23 ,,,
NATURATU,"VI International Conference on Surfaces, Materials and Vacuum", Congreso ,Mérida,  Sociedad Mexicana de Ciencia y Tecnología de Superficies y Materiales A., Ponente, Internacional, 2013,09,23 ,,,
NATURATU,"Diplomado ""Aproximación a la propiedad intelectual""", Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2013,09,18 ,,,
NATURATU,Semana Universitaria de Investigaciones, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,16 ,,,
NATURATU,XVII CONGRESO DE LA SOCIEDAD MESOAMERICANA PARA LA BIOLOGÍA Y LA CONSERVACIÓN, Congreso ,La Habana, Sociedad Mesoamericana para la Biología y la Conservación, Ponente, Internacional, 2013,09,16 ,,,
NATURATU,XVII CONGRESO DE LA SOCIEDAD MESOAMERICANA PARA LA BIOLOGÍA Y LA CONSERVACIÓN, Congreso ,Habana, Sociedad Mesoamericana para la Biología y la Conservación, Ponente, Internacional, 2013,09,16 ,,,
NATURATU,Semana Universitaria de Investigaciones SUI 2013, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,10 ,,,
NATURATU,VII Congreso Colombiano de Botánica, Congreso ,IBAGUÉ, Asociaciòn Colombiana de Botánica, Ponente, Nacional, 2013,08,06 ,,,
NATURATU,II Reunión de Directores de Carreras de Ciencias, Encuentro ,"BOGOTÁ, D.C.", Asociación Colombiana De Facultades De Ingeniería - Acofi," Asistente , Ponente", Nacional, 2013,06,06 ,,,
NATURATU,XI Encuentro Departamental de Semilleros de Investigación, Encuentro ,HONDA, Fundación Red Colombiana de Semilleros de Investigación RedColsi, Ponente Magistral, Nacional, 2013,05,17 ,,,
NATURATU,III Encuentro nacional de matemáticas y estadística 2013, Encuentro ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA," Asistente , Ponente", Nacional, 2013,04,24 ,,,
NATURATU,Dynamics Days South America 2012, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD NACIONAL DE COLOMBIA," Ponente Magistral , Ponente", Internacional, 2012,11,20 ,,,
NATURATU,"I Encuentro de productores de café en el municipio del Líbano Tolima, noviembre 2012", Encuentro ,LÍBANO, Unibague, Organizador, Nacional, 2012,10,19 ,,,
NATURATU,XLVII Congreso de la Asociación Colombiana de Ciencias Biológicas, Congreso ,CALI, Asociación Colombiana De Ciencias Biológicas - A.C.C.B., Ponente, Nacional, 2012,10,09 ,,,
NATURATU,"IV Congreso Internacional de matemática educativa, tecnología computacional 2012", Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2012,10,09 ,,,
NATURATU,Jornada de investigación de la Fac. Ciencias Naturales y Matemáticas Semana Universitaria de Investigaciones - SUI2012, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,10,02 ,,,
NATURATU,Semana Universitaria de Investigaciones SUI2012, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,10,01 ,,,
NATURATU,Congreso nacional de ingeniería aplicada CNIA 2012, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,09,27 ,,,
NATURATU,Semana de Investigación Universitaria 2012, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,09,25 ,,,
NATURATU,XVI CONGRESO DE LA SOCIEDAD MESOAMERICANA PARA LA BIOLOGÍA Y LA CONSERVACIÓN, Congreso ,Panamá, Sociedad Mesoamericana para la Biología y la Conservación, Ponente, Internacional, 2012,09,17 ,,,
NATURATU,XVI Congreso de la Sociedad Mesoamericana para la Biología y la Conservación, Congreso ,Panamá, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2012,09,17 ,,,
NATURATU,XVI Congreso De la Sociedad Mesomericana para la Biología y la Conservación, Congreso ,Panamá, UNIVERSIDAD DEL TOLIMA, Ponente, Internacional, 2012,09,17 ,,,
NATURATU,Semana de Investigación Universitaria, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,09,03 ,,,
NATURATU,II diplomado competencias básicas en TIC para docentes universitarios, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2012,08,23 ,,,
NATURATU,I Seminario de Formación en Investigación, Seminario ,IBAGUÉ, Fundación Red Colombiana de Semilleros de Investigación RedColsi, Ponente Magistral, Nacional, 2012,04,13 ,,,
NATURATU,IX Congreso de Ornitología Neotropical, Congreso ,Cusco,  Sociedad de Ornitología Neotropica, Ponente, Nacional, 2011,11,08 ,,,
NATURATU,Jornada de investigación de la Fac. Ciencias Naturales y Matemáticas Semana Universitaria de Investigaciones - SUI2011, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2011,11,01 ,,,
NATURATU,XLVI Congreso Colombiano de Ciencias Biológicas, Congreso ,MEDELLÍN, Asociación Colombiana De Ciencias Biológicas - A.C.C.B., Ponente, Nacional, 2011,10,11 ,,,
NATURATU,XLVI Congreso Nacional de Ciencias Biológicas, Congreso ,MEDELLÍN, Catie, Ponente, Nacional, 2011,10,11 ,,,
NATURATU,XXIV Congreso Nacional de Física, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA," Asistente , Ponente", Nacional, 2011,10,03 ,,,
NATURATU,IV International Conference on Surfaces Materials and Vacuum, Congreso ,Puerto Vallarta, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2011,09,26 ,,,
NATURATU,Taller de Redacción Científica, Taller ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2011,09,03 ,,,
NATURATU,XI CONGRESO COLOMBIANO DE ICTIOLOGÍA Y II ENCUENTRO SURAMERICANO DE ICTIÓLOGOS, Congreso ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Asistente, Nacional, 2011,05,11 ,,,
NATURATU,Primer encuentro nacional de matemáticas y estadística, Encuentro ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA," Asistente , Ponente", Nacional, 2011,05,11 ,,,
NATURATU,Semana Universitaria de Investigaciones SUI2011, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Nacional, 2011,01,01 ,,,
NATURATU,III CONGRESO COLOMBIANO DE ZOOLOGÍA Y III CONGRESO COLOMBIANO DE ORNITOLOGÍA, Congreso ,MEDELLÍN, Asociación Colombiana de Zoología, Organizador, Nacional, 2010,11,21 ,,,
NATURATU,XI  Congreso Iberoamericano de Materiales y Metalurgia IBEROMET CONAMET 2010, Congreso ,Viña del Mar, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2010,11,02 ,,,
NATURATU,Seminario Internacional Nanociencia 2010, Seminario ,BARRANQUILLA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2010,10,21 ,,,
NATURATU,Tercer  encuentro nacional de profesores de ciencias exactas y naturales, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2010,10,20 ,,,
NATURATU,3 Encuentro Nacional de Profesores de Ciencias Exactas y Naturales, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2010,10,20 ,,,
NATURATU,IX Escuela  Nacional de Física de la materia Condensada, Otro ,IBAGUÉ, Sociedad Colombiana De Física, Asistente, Nacional, 2010,01,01 ,,,
NATURATU,XXX DYNAMICS DAYS EUROPE, Congreso ,Bristol, UNIVERSITY OF BRISTOL, Organizador, Internacional, 2010,01,01 ,,,
NATURATU,Encuentro en didáctica de las ciencias Naturales y exactas, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2009,10,19 ,,,
NATURATU,5 to Encuentro Nacional de Materiales modulo ceramicos, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,09,01 ,,,
NATURATU,X IBEROMET, Otro ,Cartagena, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2008,10,13 ,,,
NATURATU,Informs 2008, Congreso ,"Washington, D.C.", INFORMS, Organizador, Internacional, 2008,10,01 ,,,
NATURATU,Curso de Agreoecología Tropical, Otro ,Turrialba, Centro Agronomico Tropical De Investigacion Y Enseñanza, Organizador, Internacional, 2008,09,11 ,,,
NATURATU,21st European Conference on Operational Research, Congreso ,Reykjavik, Varios, Organizador, Nacional, 2006,06,01 ,,,
NATURATU,Seminario Taller de Nematodos de Vida Libre como Indicadores de Calidad y Salud de Suelos, Seminario ,Turrialba, Centro Agronomico Tropical De Investigacion Y Enseñanza, Organizador, Internacional, 2005,09,26 ,,,
NATURATU,XXV Dynamics Days Europe 2005, Congreso ,Berlin, Technische Universitat Berlin, Organizador, Nacional, 2005,07,01 ,,,
NATURATU,XIX Congreso Nacional de Física., Congreso ,MANIZALES, Sociedad Colombiana De Física, Organizador, Nacional, 2001,01,01 ,,,
NATURATU,IV Escuela Nacional de Física de la Materia Condensada y I Encuentro Internacional de Física Aplicada a la Industria del Petróleo (I-EIFAIP)., Congreso ,BUCARAMANGA,, Organizador, Nacional, 2000,01,01 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Semana de Investigación Universitaria 2020, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,12,03 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Semana de Investigación Universitaria SIU 2020, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,12,03 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,XXXIII Jornadas Chilenas de Química, Congreso ,Puerto Varas, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,01,07 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,"1er Taller Departamental sobre Cannabis: Una Bonanza Intersectorial para el Tolima. Verdades, Mitos y Realidades, desde la Trazabilidad Agropecuaria, Agroindustrial, Textil y Farmacéutica.", Taller ,IBAGUÉ, CAMARA DE COMERCIO DE IBAGUE, Asistente, Nacional, 2019,12,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,V Congreso Colombiano de Biología Computacional, Congreso ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Ponente Magistral, Nacional, 2019,11,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,XVIII Congreso Colombiano de Química, Congreso ,POPAYÁN, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2019,11,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,XVIII Congreso Colombiano de Química, Congreso ,POPAYÁN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,11,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,XVIII Congreso Colombiano de Química, Congreso ,POPAYÁN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,11,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,XVIII Congreso Colombiano de Química, Congreso ,POPAYÁN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2019,11,06 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,International Symposium on Dyes and Pigments, Simposio ,Sevilla, UNIVERSIDAD DE CHILE, Ponente, Internacional, 2019,09,08 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,7th. Latin American Symposium on Coordination and Organometallic Chemistry, Simposio ,CARTAGENA DE INDIAS, UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2019,08,28 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,2nd Molecules Medicinal Chemistry Symposium (MMCS): Facing Novel Challenges in Drug Discovery, Simposio ,Barcelona, MDPI, Ponente, Internacional, 2019,05,15 ,,,
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,2nd Molecules Medicinal Chemistry Symposium (MMCS): Facing Novel Challenges in Drug Discovery, Simposio ,Barcelona, MDPI, Ponente, Internacional, 2019,05,15 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Air Transport Research Society 2022 World Conference, Congreso ,Arrondissement Antwerpen, Cranfield University," Asistente , Ponente", Internacional, 2022,08,24 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,IX JORNADA DE INTERCAMBIO DE EXPERIENCIAS EN PROMOCIÓN Y EDUCACIÓN PARA LA SALUD, Encuentro ,Departamento de Doctor Manuel Belgrano, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2022,08,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Seminario de arte y ciudad, Seminario ,NEIVA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2022,08,01 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Conferencia Internacional InnovaT: Enseñanza Innovadora en la Educación Superior, Encuentro ,Provincia de Piura, UNIVERSIDAD DE PIURA, Ponente, Internacional, 2022,06,08 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,XVI Encuentro Bonaventuriano de Investigación, Otro ,IBAGUÉ, UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN, Ponente Magistral, Nacional, 2022,05,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,X Reunión de Teoría Arqueológica de América del Sur, Encuentro ,Oaxaca de Juárez, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2022,05,03 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria SIU 2021, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2021,12,02 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VI Congreso de Universidades Promotoras de Salud REDCUPS 2021: Universidad incluyente y pluricultural, Congreso ,MANIZALES, UNIVERSIDAD DE CALDAS, Ponente, Nacional, 2021,10,21 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,La Cátedra de la Asociación Colombiana de Facultades en Humanidades y Ciencias Sociales, Otro ,"BOGOTÁ, D.C.", ASOCIACIÓN COLOMBIANA DE FACULTADES DE HUMANIDADES Y DE CIENCIAS SOCIALES, Organizador, Nacional, 2021,10,20 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,3er. Congreso internacional de experiencias en formación de profesores, Congreso ,IBAGUÉ, UNIVERSIDAD DEL TOLIMA, Ponente, Internacional, 2021,10,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,3er Congreso Internacional de Experiencias en Formación de Profesores, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2021,10,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,WOSC 2021 Congress, Congreso ,Moscú, World Organisation of Systems and Cybernetics, Ponente, Internacional, 2021,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,World Organisation of Systems and Cybernetics WOSC Congress 2021, Congreso ,Moscú, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2021,09,27 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Foro Internacional Promoción de la salud en la región de las Américas, Otro ,São Paulo, Universidade de São Paulo, Ponente Magistral, Internacional, 2021,07,06 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Encuentro de la Alianza para la formación socioemocional de Colombia, Encuentro ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2021,04,29 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,VII ASAMBLEA GENERAL RED ACADEMICA DE MOVILIDAD, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2021,01,18 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,II Congreso Iberoamericano de Soluciones Sistémicas para la Transformación de las Organizaciones, Congreso ,Madrid, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2020,12,09 ,,,
Grupo en Modelado y Simulación de Sistemas Sociales Complejos MYSCO,Semana de Investigación Universitaria, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,12,03 ,,,
